ရောဂါအမည်,ရောဂါလက္ခဏာ_၁,ရောဂါလက္ခဏာ_၂,ရောဂါလက္ခဏာ_၃,ရောဂါလက္ခဏာ_၄,ရောဂါလက္ခဏာ_၅,ရောဂါလက္ခဏာ_၆,ရောဂါလက္ခဏာ_၇,ရောဂါလက္ခဏာ_၈,ရောဂါလက္ခဏာ_၉,ရောဂါလက္ခဏာ_၁၀,ရောဂါလက္ခဏာ_၁၁,ရောဂါလက္ခဏာ_၁၂,ရောဂါလက္ခဏာ_၁၃,ရောဂါလက္ခဏာ_၁၄,ရောဂါလက္ခဏာ_၁၅,ရောဂါလက္ခဏာ_၁၆,ရောဂါလက္ခဏာ_၁၇
အသည်းရောင် အသားဝါ (အီး) ရောဂါ,အဆစ်အမြစ်နာ,အန်,မောပန်းနွမ်းနယ်,အဖျားကြီး,ဆီးအရောင်ရင့်,ပျို့အန်ချင်,ခံတွင်းပျက်/အဆာမပြေ,ဗိုက်နာ,မျက်လုံးဝါ,ရုတ်တရက် အသည်းလုပ်ဆောင်ချက်ပျက်စီး,သတိလစ်မေ့မြော,အစာအိမ် သွေးယို,,,,,
အသည်းရောင် အသားဝါ (အီး) ရောဂါ,အဆစ်အမြစ်နာ,အန်,မောပန်းနွမ်းနယ်,အဖျားကြီး,အသားဝါ,ပျို့အန်ချင်,ခံတွင်းပျက်/အဆာမပြေ,ဗိုက်နာ,မျက်လုံးဝါ,ရုတ်တရက် အသည်းလုပ်ဆောင်ချက်ပျက်စီး,သတိလစ်မေ့မြော,အစာအိမ် သွေးယို,,,,,
အသည်းရောင် အသားဝါ (အီး) ရောဂါ,အဆစ်အမြစ်နာ,အန်,မောပန်းနွမ်းနယ်,အဖျားကြီး,အသားဝါ,ဆီးအရောင်ရင့်,ခံတွင်းပျက်/အဆာမပြေ,ဗိုက်နာ,မျက်လုံးဝါ,ရုတ်တရက် အသည်းလုပ်ဆောင်ချက်ပျက်စီး,သတိလစ်မေ့မြော,အစာအိမ် သွေးယို,,,,,
အရက်ကြောင့် အသည်းရောင်ရောဂါ,အန်,အသားဝါ,ဗိုက်နာ,အစာအိမ် ရောင်,ဗိုက်ဖောင်းပွ,အရက်သောက်သုံးသည့် ရာဇဝင်ရှိ,ခန္ဓာကိုယ်တွင် ရေဓာတ်များလွန်,,,,,,,,,,
အရက်ကြောင့် အသည်းရောင်ရောဂါ,အသားဝါ,ဗိုက်နာ,အစာအိမ် ရောင်,ဗိုက်ဖောင်းပွ,အရက်သောက်သုံးသည့် ရာဇဝင်ရှိ,ခန္ဓာကိုယ်တွင် ရေဓာတ်များလွန်,,,,,,,,,,,
အရက်ကြောင့် အသည်းရောင်ရောဂါ,အန်,ဗိုက်နာ,အစာအိမ် ရောင်,ဗိုက်ဖောင်းပွ,အရက်သောက်သုံးသည့် ရာဇဝင်ရှိ,ခန္ဓာကိုယ်တွင် ရေဓာတ်များလွန်,,,,,,,,,,,
အရက်ကြောင့် အသည်းရောင်ရောဂါ,အန်,အသားဝါ,အစာအိမ် ရောင်,ဗိုက်ဖောင်းပွ,အရက်သောက်သုံးသည့် ရာဇဝင်ရှိ,ခန္ဓာကိုယ်တွင် ရေဓာတ်များလွန်,,,,,,,,,,,
အရက်ကြောင့် အသည်းရောင်ရောဂါ,အန်,အသားဝါ,ဗိုက်နာ,ဗိုက်ဖောင်းပွ,အရက်သောက်သုံးသည့် ရာဇဝင်ရှိ,ခန္ဓာကိုယ်တွင် ရေဓာတ်များလွန်,,,,,,,,,,,
အရက်ကြောင့် အသည်းရောင်ရောဂါ,အန်,အသားဝါ,ဗိုက်နာ,အစာအိမ် ရောင်,အရက်သောက်သုံးသည့် ရာဇဝင်ရှိ,ခန္ဓာကိုယ်တွင် ရေဓာတ်များလွန်,,,,,,,,,,,
အရက်ကြောင့် အသည်းရောင်ရောဂါ,အန်,အသားဝါ,ဗိုက်နာ,အစာအိမ် ရောင်,ဗိုက်ဖောင်းပွ,ခန္ဓာကိုယ်တွင် ရေဓာတ်များလွန်,,,,,,,,,,,
အရက်ကြောင့် အသည်းရောင်ရောဂါ,အန်,အသားဝါ,ဗိုက်နာ,အစာအိမ် ရောင်,ဗိုက်ဖောင်းပွ,အရက်သောက်သုံးသည့် ရာဇဝင်ရှိ,,,,,,,,,,,
တီဘီရောဂါ,ချမ်းစိမ့်,အန်,မောပန်းနွမ်းနယ်,ဝိတ်ကျ,ချောင်းဆိုး,အဖျားကြီး,အသက်ရှူရခက်,ချွေးထွက်လွန်,ခံတွင်းပျက်/အဆာမပြေ,အဖျားငွေ့ငွေ့ရှိ,မျက်လုံးဝါ,ပြန်ရည်ကျင်းများ ရောင်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,ရင်ဘတ်နာ,သလိပ်တွင် သွေးပါ,
တီဘီရောဂါ,အန်,မောပန်းနွမ်းနယ်,ဝိတ်ကျ,ချောင်းဆိုး,အဖျားကြီး,အသက်ရှူရခက်,ချွေးထွက်လွန်,ခံတွင်းပျက်/အဆာမပြေ,အဖျားငွေ့ငွေ့ရှိ,မျက်လုံးဝါ,ပြန်ရည်ကျင်းများ ရောင်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,ရင်ဘတ်နာ,သလိပ်တွင် သွေးပါ,,
တီဘီရောဂါ,ချမ်းစိမ့်,မောပန်းနွမ်းနယ်,ဝိတ်ကျ,ချောင်းဆိုး,အဖျားကြီး,အသက်ရှူရခက်,ချွေးထွက်လွန်,ခံတွင်းပျက်/အဆာမပြေ,အဖျားငွေ့ငွေ့ရှိ,မျက်လုံးဝါ,ပြန်ရည်ကျင်းများ ရောင်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,ရင်ဘတ်နာ,သလိပ်တွင် သွေးပါ,,
တီဘီရောဂါ,ချမ်းစိမ့်,အန်,ဝိတ်ကျ,ချောင်းဆိုး,အဖျားကြီး,အသက်ရှူရခက်,ချွေးထွက်လွန်,ခံတွင်းပျက်/အဆာမပြေ,အဖျားငွေ့ငွေ့ရှိ,မျက်လုံးဝါ,ပြန်ရည်ကျင်းများ ရောင်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,ရင်ဘတ်နာ,သလိပ်တွင် သွေးပါ,,
တီဘီရောဂါ,ချမ်းစိမ့်,အန်,မောပန်းနွမ်းနယ်,ချောင်းဆိုး,အဖျားကြီး,အသက်ရှူရခက်,ချွေးထွက်လွန်,ခံတွင်းပျက်/အဆာမပြေ,အဖျားငွေ့ငွေ့ရှိ,မျက်လုံးဝါ,ပြန်ရည်ကျင်းများ ရောင်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,ရင်ဘတ်နာ,သလိပ်တွင် သွေးပါ,,
တီဘီရောဂါ,ချမ်းစိမ့်,အန်,မောပန်းနွမ်းနယ်,ဝိတ်ကျ,အဖျားကြီး,အသက်ရှူရခက်,ချွေးထွက်လွန်,ခံတွင်းပျက်/အဆာမပြေ,အဖျားငွေ့ငွေ့ရှိ,မျက်လုံးဝါ,ပြန်ရည်ကျင်းများ ရောင်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,ရင်ဘတ်နာ,သလိပ်တွင် သွေးပါ,,
တီဘီရောဂါ,ချမ်းစိမ့်,အန်,မောပန်းနွမ်းနယ်,ဝိတ်ကျ,ချောင်းဆိုး,အသက်ရှူရခက်,ချွေးထွက်လွန်,ခံတွင်းပျက်/အဆာမပြေ,အဖျားငွေ့ငွေ့ရှိ,မျက်လုံးဝါ,ပြန်ရည်ကျင်းများ ရောင်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,ရင်ဘတ်နာ,သလိပ်တွင် သွေးပါ,,
တီဘီရောဂါ,ချမ်းစိမ့်,အန်,မောပန်းနွမ်းနယ်,ဝိတ်ကျ,ချောင်းဆိုး,အဖျားကြီး,ချွေးထွက်လွန်,ခံတွင်းပျက်/အဆာမပြေ,အဖျားငွေ့ငွေ့ရှိ,မျက်လုံးဝါ,ပြန်ရည်ကျင်းများ ရောင်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,ရင်ဘတ်နာ,သလိပ်တွင် သွေးပါ,,
တီဘီရောဂါ,ချမ်းစိမ့်,အန်,မောပန်းနွမ်းနယ်,ဝိတ်ကျ,ချောင်းဆိုး,အဖျားကြီး,အသက်ရှူရခက်,ခံတွင်းပျက်/အဆာမပြေ,အဖျားငွေ့ငွေ့ရှိ,မျက်လုံးဝါ,ပြန်ရည်ကျင်းများ ရောင်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,ရင်ဘတ်နာ,သလိပ်တွင် သွေးပါ,,
အအေးမိ တုပ်ကွေးရောဂါ,ဆက်တိုက် နှာချေ,ချမ်းစိမ့်,မောပန်းနွမ်းနယ်,ချောင်းဆိုး,အဖျားကြီး,ခေါင်းကိုက်,ပြန်ရည်ကျင်းများ ရောင်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,လည်ချောင်း ယား/ယက်,မျက်လုံးနီ,နှာခေါင်းခေါင်း ထိုင်းမှိုင်းနာ,နှာရည်ယို,နှာခေါင်းပိတ်,ရင်ဘတ်နာ,အနံ့မရ,ကြွက်သားနာ
အအေးမိ တုပ်ကွေးရောဂါ,ချမ်းစိမ့်,မောပန်းနွမ်းနယ်,ချောင်းဆိုး,အဖျားကြီး,ခေါင်းကိုက်,ပြန်ရည်ကျင်းများ ရောင်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,လည်ချောင်း ယား/ယက်,မျက်လုံးနီ,နှာခေါင်းခေါင်း ထိုင်းမှိုင်းနာ,နှာရည်ယို,နှာခေါင်းပိတ်,ရင်ဘတ်နာ,အနံ့မရ,ကြွက်သားနာ,
အအေးမိ တုပ်ကွေးရောဂါ,ဆက်တိုက် နှာချေ,မောပန်းနွမ်းနယ်,ချောင်းဆိုး,အဖျားကြီး,ခေါင်းကိုက်,ပြန်ရည်ကျင်းများ ရောင်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,လည်ချောင်း ယား/ယက်,မျက်လုံးနီ,နှာခေါင်းခေါင်း ထိုင်းမှိုင်းနာ,နှာရည်ယို,နှာခေါင်းပိတ်,ရင်ဘတ်နာ,အနံ့မရ,ကြွက်သားနာ,
အအေးမိ တုပ်ကွေးရောဂါ,ဆက်တိုက် နှာချေ,ချမ်းစိမ့်,ချောင်းဆိုး,အဖျားကြီး,ခေါင်းကိုက်,ပြန်ရည်ကျင်းများ ရောင်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,လည်ချောင်း ယား/ယက်,မျက်လုံးနီ,နှာခေါင်းခေါင်း ထိုင်းမှိုင်းနာ,နှာရည်ယို,နှာခေါင်းပိတ်,ရင်ဘတ်နာ,အနံ့မရ,ကြွက်သားနာ,
အအေးမိ တုပ်ကွေးရောဂါ,ဆက်တိုက် နှာချေ,ချမ်းစိမ့်,မောပန်းနွမ်းနယ်,အဖျားကြီး,ခေါင်းကိုက်,ပြန်ရည်ကျင်းများ ရောင်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,လည်ချောင်း ယား/ယက်,မျက်လုံးနီ,နှာခေါင်းခေါင်း ထိုင်းမှိုင်းနာ,နှာရည်ယို,နှာခေါင်းပိတ်,ရင်ဘတ်နာ,အနံ့မရ,ကြွက်သားနာ,
အအေးမိ တုပ်ကွေးရောဂါ,ဆက်တိုက် နှာချေ,ချမ်းစိမ့်,မောပန်းနွမ်းနယ်,ချောင်းဆိုး,ခေါင်းကိုက်,ပြန်ရည်ကျင်းများ ရောင်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,လည်ချောင်း ယား/ယက်,မျက်လုံးနီ,နှာခေါင်းခေါင်း ထိုင်းမှိုင်းနာ,နှာရည်ယို,နှာခေါင်းပိတ်,ရင်ဘတ်နာ,အနံ့မရ,ကြွက်သားနာ,
အအေးမိ တုပ်ကွေးရောဂါ,ဆက်တိုက် နှာချေ,ချမ်းစိမ့်,မောပန်းနွမ်းနယ်,ချောင်းဆိုး,အဖျားကြီး,ပြန်ရည်ကျင်းများ ရောင်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,လည်ချောင်း ယား/ယက်,မျက်လုံးနီ,နှာခေါင်းခေါင်း ထိုင်းမှိုင်းနာ,နှာရည်ယို,နှာခေါင်းပိတ်,ရင်ဘတ်နာ,အနံ့မရ,ကြွက်သားနာ,
အအေးမိ တုပ်ကွေးရောဂါ,ဆက်တိုက် နှာချေ,ချမ်းစိမ့်,မောပန်းနွမ်းနယ်,ချောင်းဆိုး,အဖျားကြီး,ခေါင်းကိုက်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,လည်ချောင်း ယား/ယက်,မျက်လုံးနီ,နှာခေါင်းခေါင်း ထိုင်းမှိုင်းနာ,နှာရည်ယို,နှာခေါင်းပိတ်,ရင်ဘတ်နာ,အနံ့မရ,ကြွက်သားနာ,
အအေးမိ တုပ်ကွေးရောဂါ,ဆက်တိုက် နှာချေ,ချမ်းစိမ့်,မောပန်းနွမ်းနယ်,ချောင်းဆိုး,အဖျားကြီး,ခေါင်းကိုက်,ပြန်ရည်ကျင်းများ ရောင်,သလိပ်ထ,လည်ချောင်း ယား/ယက်,မျက်လုံးနီ,နှာခေါင်းခေါင်း ထိုင်းမှိုင်းနာ,နှာရည်ယို,နှာခေါင်းပိတ်,ရင်ဘတ်နာ,အနံ့မရ,ကြွက်သားနာ,
အဆုတ်ရောင်ရောဂါ,ချမ်းစိမ့်,မောပန်းနွမ်းနယ်,ချောင်းဆိုး,အဖျားကြီး,အသက်ရှူရခက်,ချွေးထွက်လွန်,ကိုယ်လက်မအီမသာဖြစ်,ရင်ဘတ်နာ,နှလုံးခုန်မြန်,သံချေးရောင် သလိပ်ထ,,,,,,,
အဆုတ်ရောင်ရောဂါ,ချမ်းစိမ့်,မောပန်းနွမ်းနယ်,ချောင်းဆိုး,အဖျားကြီး,အသက်ရှူရခက်,ချွေးထွက်လွန်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,ရင်ဘတ်နာ,နှလုံးခုန်မြန်,သံချေးရောင် သလိပ်ထ,,,,,,
အဆုတ်ရောင်ရောဂါ,မောပန်းနွမ်းနယ်,ချောင်းဆိုး,အဖျားကြီး,အသက်ရှူရခက်,ချွေးထွက်လွန်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,ရင်ဘတ်နာ,နှလုံးခုန်မြန်,သံချေးရောင် သလိပ်ထ,,,,,,,
အဆုတ်ရောင်ရောဂါ,ချမ်းစိမ့်,ချောင်းဆိုး,အဖျားကြီး,အသက်ရှူရခက်,ချွေးထွက်လွန်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,ရင်ဘတ်နာ,နှလုံးခုန်မြန်,သံချေးရောင် သလိပ်ထ,,,,,,,
အဆုတ်ရောင်ရောဂါ,ချမ်းစိမ့်,မောပန်းနွမ်းနယ်,အဖျားကြီး,အသက်ရှူရခက်,ချွေးထွက်လွန်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,ရင်ဘတ်နာ,နှလုံးခုန်မြန်,သံချေးရောင် သလိပ်ထ,,,,,,,
အဆုတ်ရောင်ရောဂါ,ချမ်းစိမ့်,မောပန်းနွမ်းနယ်,ချောင်းဆိုး,အသက်ရှူရခက်,ချွေးထွက်လွန်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,ရင်ဘတ်နာ,နှလုံးခုန်မြန်,သံချေးရောင် သလိပ်ထ,,,,,,,
အဆုတ်ရောင်ရောဂါ,ချမ်းစိမ့်,မောပန်းနွမ်းနယ်,ချောင်းဆိုး,အဖျားကြီး,ချွေးထွက်လွန်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,ရင်ဘတ်နာ,နှလုံးခုန်မြန်,သံချေးရောင် သလိပ်ထ,,,,,,,
အဆုတ်ရောင်ရောဂါ,ချမ်းစိမ့်,မောပန်းနွမ်းနယ်,ချောင်းဆိုး,အဖျားကြီး,အသက်ရှူရခက်,ကိုယ်လက်မအီမသာဖြစ်,သလိပ်ထ,ရင်ဘတ်နာ,နှလုံးခုန်မြန်,သံချေးရောင် သလိပ်ထ,,,,,,,
အဆုတ်ရောင်ရောဂါ,ချမ်းစိမ့်,မောပန်းနွမ်းနယ်,ချောင်းဆိုး,အဖျားကြီး,အသက်ရှူရခက်,ချွေးထွက်လွန်,သလိပ်ထ,ရင်ဘတ်နာ,နှလုံးခုန်မြန်,သံချေးရောင် သလိပ်ထ,,,,,,,
လိပ်ခေါင်းရောဂါ,ဝမ်းချုပ်,ဝမ်းသွားစဉ် နာကျင်,စပါးပေါက်/စပလိန်နာ,ဝမ်းတွင် သွေးပါ,စပလိန်/စပါးပေါက် ယားယံ စပ်ဖျင်းဖျင်းဖြစ်,,,,,,,,,,,,
လိပ်ခေါင်းရောဂါ,ဝမ်းသွားစဉ် နာကျင်,စပါးပေါက်/စပလိန်နာ,ဝမ်းတွင် သွေးပါ,စပလိန်/စပါးပေါက် ယားယံ စပ်ဖျင်းဖျင်းဖြစ်,,,,,,,,,,,,,
လိပ်ခေါင်းရောဂါ,ဝမ်းချုပ်,စပါးပေါက်/စပလိန်နာ,ဝမ်းတွင် သွေးပါ,စပလိန်/စပါးပေါက် ယားယံ စပ်ဖျင်းဖျင်းဖြစ်,,,,,,,,,,,,,
လိပ်ခေါင်းရောဂါ,ဝမ်းချုပ်,ဝမ်းသွားစဉ် နာကျင်,ဝမ်းတွင် သွေးပါ,စပလိန်/စပါးပေါက် ယားယံ စပ်ဖျင်းဖျင်းဖြစ်,,,,,,,,,,,,,
လိပ်ခေါင်းရောဂါ,ဝမ်းချုပ်,ဝမ်းသွားစဉ် နာကျင်,စပါးပေါက်/စပလိန်နာ,စပလိန်/စပါးပေါက် ယားယံ စပ်ဖျင်းဖျင်းဖြစ်,,,,,,,,,,,,,
လိပ်ခေါင်းရောဂါ,ဝမ်းချုပ်,ဝမ်းသွားစဉ် နာကျင်,စပါးပေါက်/စပလိန်နာ,ဝမ်းတွင် သွေးပါ,,,,,,,,,,,,,
နှလုံးဖောက်ရောဂါ,အန်,အသက်ရှူရခက်,ချွေးထွက်လွန်,ရင်ဘတ်နာ,,,,,,,,,,,,,
နှလုံးဖောက်ရောဂါ,အသက်ရှူရခက်,ချွေးထွက်လွန်,ရင်ဘတ်နာ,,,,,,,,,,,,,,
နှလုံးဖောက်ရောဂါ,အန်,ချွေးထွက်လွန်,ရင်ဘတ်နာ,,,,,,,,,,,,,,
နှလုံးဖောက်ရောဂါ,အန်,အသက်ရှူရခက်,ရင်ဘတ်နာ,,,,,,,,,,,,,,
နှလုံးဖောက်ရောဂါ,အန်,အသက်ရှူရခက်,ချွေးထွက်လွန်,,,,,,,,,,,,,,
သွေးပြန်ကြော ထောင်ရောဂါ,မောပန်းနွမ်းနယ်,ကြွက်တက်,အညိုအမဲစွဲ,အဆုတ်လွန် အဝလွန်,ခြေထောက်များ ရောင်,သွေးကြောများ ရောင်,သင်းခွေစပ်/သလုံးကြွက်သား သွေးပြန်ကြောထောင်,,,,,,,,,,
သွေးပြန်ကြော ထောင်ရောဂါ,ကြွက်တက်,အညိုအမဲစွဲ,အဆုတ်လွန် အဝလွန်,ခြေထောက်များ ရောင်,သွေးကြောများ ရောင်,သင်းခွေစပ်/သလုံးကြွက်သား သွေးပြန်ကြောထောင်,,,,,,,,,,,
သွေးပြန်ကြော ထောင်ရောဂါ,မောပန်းနွမ်းနယ်,အညိုအမဲစွဲ,အဆုတ်လွန် အဝလွန်,ခြေထောက်များ ရောင်,သွေးကြောများ ရောင်,သင်းခွေစပ်/သလုံးကြွက်သား သွေးပြန်ကြောထောင်,,,,,,,,,,,
သွေးပြန်ကြော ထောင်ရောဂါ,မောပန်းနွမ်းနယ်,ကြွက်တက်,အဆုတ်လွန် အဝလွန်,ခြေထောက်များ ရောင်,သွေးကြောများ ရောင်,သင်းခွေစပ်/သလုံးကြွက်သား သွေးပြန်ကြောထောင်,,,,,,,,,,,
သွေးပြန်ကြော ထောင်ရောဂါ,မောပန်းနွမ်းနယ်,ကြွက်တက်,အညိုအမဲစွဲ,ခြေထောက်များ ရောင်,သွေးကြောများ ရောင်,သင်းခွေစပ်/သလုံးကြွက်သား သွေးပြန်ကြောထောင်,,,,,,,,,,,
သွေးပြန်ကြော ထောင်ရောဂါ,မောပန်းနွမ်းနယ်,ကြွက်တက်,အညိုအမဲစွဲ,အဆုတ်လွန် အဝလွန်,သွေးကြောများ ရောင်,သင်းခွေစပ်/သလုံးကြွက်သား သွေးပြန်ကြောထောင်,,,,,,,,,,,
သွေးပြန်ကြော ထောင်ရောဂါ,မောပန်းနွမ်းနယ်,ကြွက်တက်,အညိုအမဲစွဲ,အဆုတ်လွန် အဝလွန်,ခြေထောက်များ ရောင်,သင်းခွေစပ်/သလုံးကြွက်သား သွေးပြန်ကြောထောင်,,,,,,,,,,,
သွေးပြန်ကြော ထောင်ရောဂါ,မောပန်းနွမ်းနယ်,ကြွက်တက်,အညိုအမဲစွဲ,အဆုတ်လွန် အဝလွန်,ခြေထောက်များ ရောင်,သွေးကြောများ ရောင်,,,,,,,,,,,
သိုင်းရွိုက်ဟော်မုန်း နည်းရောဂါ,မောပန်းနွမ်းနယ်,ဝိတ်တက်,ခြေလက်များ အေးစက်,စိတ်အပြောင်းအလဲမြန်,အားအင်ကုန်ခန်း/နုံးခွေ,ခေါင်းမူး,မျက်နှာနှင့် မျက်လုံး ဖောင်းအိ,သိုင်းရွိုက်ဂလင်း ကြီး,လက်သည်း ခြေသည်းကျိုးလွယ်,ခြေလက်အစွန်းများ ရောင်,စိတ်ဓာတ်ကျ,စိတ်တိုလွယ်,ရာသီလာမှု မမှန်,,,,
သိုင်းရွိုက်ဟော်မုန်း နည်းရောဂါ,ဝိတ်တက်,ခြေလက်များ အေးစက်,စိတ်အပြောင်းအလဲမြန်,အားအင်ကုန်ခန်း/နုံးခွေ,ခေါင်းမူး,မျက်နှာနှင့် မျက်လုံး ဖောင်းအိ,သိုင်းရွိုက်ဂလင်း ကြီး,လက်သည်း ခြေသည်းကျိုးလွယ်,ခြေလက်အစွန်းများ ရောင်,စိတ်ဓာတ်ကျ,စိတ်တိုလွယ်,ရာသီလာမှု မမှန်,,,,,
သိုင်းရွိုက်ဟော်မုန်း နည်းရောဂါ,မောပန်းနွမ်းနယ်,ခြေလက်များ အေးစက်,စိတ်အပြောင်းအလဲမြန်,အားအင်ကုန်ခန်း/နုံးခွေ,ခေါင်းမူး,မျက်နှာနှင့် မျက်လုံး ဖောင်းအိ,သိုင်းရွိုက်ဂလင်း ကြီး,လက်သည်း ခြေသည်းကျိုးလွယ်,ခြေလက်အစွန်းများ ရောင်,စိတ်ဓာတ်ကျ,စိတ်တိုလွယ်,ရာသီလာမှု မမှန်,,,,,
သိုင်းရွိုက်ဟော်မုန်း နည်းရောဂါ,မောပန်းနွမ်းနယ်,ဝိတ်တက်,စိတ်အပြောင်းအလဲမြန်,အားအင်ကုန်ခန်း/နုံးခွေ,ခေါင်းမူး,မျက်နှာနှင့် မျက်လုံး ဖောင်းအိ,သိုင်းရွိုက်ဂလင်း ကြီး,လက်သည်း ခြေသည်းကျိုးလွယ်,ခြေလက်အစွန်းများ ရောင်,စိတ်ဓာတ်ကျ,စိတ်တိုလွယ်,ရာသီလာမှု မမှန်,,,,,
သိုင်းရွိုက်ဟော်မုန်း နည်းရောဂါ,မောပန်းနွမ်းနယ်,ဝိတ်တက်,ခြေလက်များ အေးစက်,အားအင်ကုန်ခန်း/နုံးခွေ,ခေါင်းမူး,မျက်နှာနှင့် မျက်လုံး ဖောင်းအိ,သိုင်းရွိုက်ဂလင်း ကြီး,လက်သည်း ခြေသည်းကျိုးလွယ်,ခြေလက်အစွန်းများ ရောင်,စိတ်ဓာတ်ကျ,စိတ်တိုလွယ်,ရာသီလာမှု မမှန်,,,,,
သိုင်းရွိုက်ဟော်မုန်း နည်းရောဂါ,မောပန်းနွမ်းနယ်,ဝိတ်တက်,ခြေလက်များ အေးစက်,စိတ်အပြောင်းအလဲမြန်,ခေါင်းမူး,မျက်နှာနှင့် မျက်လုံး ဖောင်းအိ,သိုင်းရွိုက်ဂလင်း ကြီး,လက်သည်း ခြေသည်းကျိုးလွယ်,ခြေလက်အစွန်းများ ရောင်,စိတ်ဓာတ်ကျ,စိတ်တိုလွယ်,ရာသီလာမှု မမှန်,,,,,
သိုင်းရွိုက်ဟော်မုန်း နည်းရောဂါ,မောပန်းနွမ်းနယ်,ဝိတ်တက်,ခြေလက်များ အေးစက်,စိတ်အပြောင်းအလဲမြန်,အားအင်ကုန်ခန်း/နုံးခွေ,မျက်နှာနှင့် မျက်လုံး ဖောင်းအိ,သိုင်းရွိုက်ဂလင်း ကြီး,လက်သည်း ခြေသည်းကျိုးလွယ်,ခြေလက်အစွန်းများ ရောင်,စိတ်ဓာတ်ကျ,စိတ်တိုလွယ်,ရာသီလာမှု မမှန်,,,,,
သိုင်းရွိုက်ဟော်မုန်း နည်းရောဂါ,မောပန်းနွမ်းနယ်,ဝိတ်တက်,ခြေလက်များ အေးစက်,စိတ်အပြောင်းအလဲမြန်,အားအင်ကုန်ခန်း/နုံးခွေ,ခေါင်းမူး,သိုင်းရွိုက်ဂလင်း ကြီး,လက်သည်း ခြေသည်းကျိုးလွယ်,ခြေလက်အစွန်းများ ရောင်,စိတ်ဓာတ်ကျ,စိတ်တိုလွယ်,ရာသီလာမှု မမှန်,,,,,
သိုင်းရွိုက်ဟော်မုန်း လွန်ကဲရောဂါ,မောပန်းနွမ်းနယ်,စိတ်အပြောင်းအလဲမြန်,ဝိတ်ကျ,ဂနာမငြိမ်ဖြစ်,ချွေးထွက်လွန်,ဝမ်းလျှော,နှလုံးခုန်မြန်,အလွန်အမင်း ဆာလောင်,ကြွက်သားအားနည်း,စိတ်တိုလွယ်,ရာသီလာမှု မမှန်,,,,,,
သိုင်းရွိုက်ဟော်မုန်း လွန်ကဲရောဂါ,စိတ်အပြောင်းအလဲမြန်,ဝိတ်ကျ,ဂနာမငြိမ်ဖြစ်,ချွေးထွက်လွန်,ဝမ်းလျှော,နှလုံးခုန်မြန်,အလွန်အမင်း ဆာလောင်,ကြွက်သားအားနည်း,စိတ်တိုလွယ်,ရာသီလာမှု မမှန်,,,,,,,
သိုင်းရွိုက်ဟော်မုန်း လွန်ကဲရောဂါ,မောပန်းနွမ်းနယ်,ဝိတ်ကျ,ဂနာမငြိမ်ဖြစ်,ချွေးထွက်လွန်,ဝမ်းလျှော,နှလုံးခုန်မြန်,အလွန်အမင်း ဆာလောင်,ကြွက်သားအားနည်း,စိတ်တိုလွယ်,ရာသီလာမှု မမှန်,,,,,,,
သိုင်းရွိုက်ဟော်မုန်း လွန်ကဲရောဂါ,မောပန်းနွမ်းနယ်,စိတ်အပြောင်းအလဲမြန်,ဂနာမငြိမ်ဖြစ်,ချွေးထွက်လွန်,ဝမ်းလျှော,နှလုံးခုန်မြန်,အလွန်အမင်း ဆာလောင်,ကြွက်သားအားနည်း,စိတ်တိုလွယ်,ရာသီလာမှု မမှန်,,,,,,,
သိုင်းရွိုက်ဟော်မုန်း လွန်ကဲရောဂါ,မောပန်းနွမ်းနယ်,စိတ်အပြောင်းအလဲမြန်,ဝိတ်ကျ,ချွေးထွက်လွန်,ဝမ်းလျှော,နှလုံးခုန်မြန်,အလွန်အမင်း ဆာလောင်,ကြွက်သားအားနည်း,စိတ်တိုလွယ်,ရာသီလာမှု မမှန်,,,,,,,
